Protein,Buffer,Buffer_pH,Buffer_Conc_mM,Temperature_C,Protein_Conc_mgmL,Shear_Rate_s-1,Viscosity_Pred_cP
Adalimumab,Histidine,6.0000,15.0000,25.0000,5.4161,10000,1.1412
Adalimumab,Histidine,6.0000,15.0000,25.0000,7.6242,10000,1.1924
Adalimumab,Histidine,6.0000,15.0000,25.0000,9.8322,10000,1.2298
Adalimumab,Histidine,6.0000,15.0000,25.0000,12.0403,10000,1.2642
Adalimumab,Histidine,6.0000,15.0000,25.0000,14.2483,10000,1.2978
Adalimumab,Histidine,6.0000,15.0000,25.0000,16.4564,10000,1.3340
Adalimumab,Histidine,6.0000,15.0000,25.0000,18.6644,10000,1.3676
Adalimumab,Histidine,6.0000,15.0000,25.0000,20.8725,10000,1.3957
Adalimumab,Histidine,6.0000,15.0000,25.0000,23.0805,10000,1.4220
Adalimumab,Histidine,6.0000,15.0000,25.0000,25.2886,10000,1.4483
Adalimumab,Histidine,6.0000,15.0000,25.0000,27.4966,10000,1.4745
Adalimumab,Histidine,6.0000,15.0000,25.0000,29.7047,10000,1.5007
Adalimumab,Histidine,6.0000,15.0000,25.0000,31.9128,10000,1.5270
Adalimumab,Histidine,6.0000,15.0000,25.0000,34.1208,10000,1.5535
Adalimumab,Histidine,6.0000,15.0000,25.0000,36.3289,10000,1.5794
Adalimumab,Histidine,6.0000,15.0000,25.0000,38.5369,10000,1.6044
Adalimumab,Histidine,6.0000,15.0000,25.0000,40.7450,10000,1.6298
Adalimumab,Histidine,6.0000,15.0000,25.0000,42.9530,10000,1.6555
Adalimumab,Histidine,6.0000,15.0000,25.0000,45.1611,10000,1.6821
Adalimumab,Histidine,6.0000,15.0000,25.0000,47.3691,10000,1.7105
Adalimumab,Histidine,6.0000,15.0000,25.0000,49.5772,10000,1.7392
Adalimumab,Histidine,6.0000,15.0000,25.0000,51.7852,10000,1.7684
Adalimumab,Histidine,6.0000,15.0000,25.0000,53.9933,10000,1.8017
Adalimumab,Histidine,6.0000,15.0000,25.0000,56.2013,10000,1.8361
Adalimumab,Histidine,6.0000,15.0000,25.0000,58.4094,10000,1.8710
Adalimumab,Histidine,6.0000,15.0000,25.0000,60.6174,10000,1.9040
Adalimumab,Histidine,6.0000,15.0000,25.0000,62.8255,10000,1.9400
Adalimumab,Histidine,6.0000,15.0000,25.0000,65.0336,10000,1.9765
Adalimumab,Histidine,6.0000,15.0000,25.0000,67.2416,10000,2.0135
Adalimumab,Histidine,6.0000,15.0000,25.0000,69.4497,10000,2.0443
Adalimumab,Histidine,6.0000,15.0000,25.0000,71.6577,10000,2.0750
Adalimumab,Histidine,6.0000,15.0000,25.0000,73.8658,10000,2.1040
Adalimumab,Histidine,6.0000,15.0000,25.0000,76.0738,10000,2.1368
Adalimumab,Histidine,6.0000,15.0000,25.0000,78.2819,10000,2.1738
Adalimumab,Histidine,6.0000,15.0000,25.0000,80.4899,10000,2.2153
Adalimumab,Histidine,6.0000,15.0000,25.0000,82.6980,10000,2.2580
Adalimumab,Histidine,6.0000,15.0000,25.0000,84.9060,10000,2.3045
Adalimumab,Histidine,6.0000,15.0000,25.0000,87.1141,10000,2.3587
Adalimumab,Histidine,6.0000,15.0000,25.0000,89.3221,10000,2.4237
Adalimumab,Histidine,6.0000,15.0000,25.0000,91.5302,10000,2.5164
Adalimumab,Histidine,6.0000,15.0000,25.0000,93.7383,10000,2.6148
Adalimumab,Histidine,6.0000,15.0000,25.0000,95.9463,10000,2.7247
Adalimumab,Histidine,6.0000,15.0000,25.0000,98.1544,10000,2.8388
Adalimumab,Histidine,6.0000,15.0000,25.0000,100.3624,10000,2.9680
Adalimumab,Histidine,6.0000,15.0000,25.0000,102.5705,10000,3.1033
Adalimumab,Histidine,6.0000,15.0000,25.0000,104.7785,10000,3.2414
Adalimumab,Histidine,6.0000,15.0000,25.0000,106.9866,10000,3.3773
Adalimumab,Histidine,6.0000,15.0000,25.0000,109.1946,10000,3.5359
Adalimumab,Histidine,6.0000,15.0000,25.0000,111.4027,10000,3.7389
Adalimumab,Histidine,6.0000,15.0000,25.0000,113.6107,10000,3.9294
Adalimumab,Histidine,6.0000,15.0000,25.0000,115.8188,10000,4.1626
Adalimumab,Histidine,6.0000,15.0000,25.0000,118.0268,10000,4.4716
Adalimumab,Histidine,6.0000,15.0000,25.0000,120.2349,10000,4.8102
Adalimumab,Histidine,6.0000,15.0000,25.0000,122.4430,10000,5.1659
Adalimumab,Histidine,6.0000,15.0000,25.0000,124.6510,10000,5.4852
Adalimumab,Histidine,6.0000,15.0000,25.0000,126.8591,10000,5.8787
Adalimumab,Histidine,6.0000,15.0000,25.0000,129.0671,10000,6.2832
Adalimumab,Histidine,6.0000,15.0000,25.0000,131.2752,10000,6.8314
Adalimumab,Histidine,6.0000,15.0000,25.0000,133.4832,10000,7.4202
Adalimumab,Histidine,6.0000,15.0000,25.0000,135.6913,10000,8.0324
Adalimumab,Histidine,6.0000,15.0000,25.0000,137.8993,10000,8.3020
Adalimumab,Histidine,6.0000,15.0000,25.0000,140.1074,10000,8.4901
Adalimumab,Histidine,6.0000,15.0000,25.0000,142.3154,10000,8.6971
Adalimumab,Histidine,6.0000,15.0000,25.0000,144.5235,10000,8.8876
Adalimumab,Histidine,6.0000,15.0000,25.0000,146.7315,10000,9.0110
Adalimumab,Histidine,6.0000,15.0000,25.0000,148.9396,10000,9.2544
Adalimumab,Histidine,6.0000,15.0000,25.0000,151.1477,10000,9.4105
Adalimumab,Histidine,6.0000,15.0000,25.0000,153.3557,10000,9.6271
Adalimumab,Histidine,6.0000,15.0000,25.0000,155.5638,10000,9.8495
Adalimumab,Histidine,6.0000,15.0000,25.0000,157.7718,10000,10.0751
Adalimumab,Histidine,6.0000,15.0000,25.0000,159.9799,10000,10.2747
Adalimumab,Histidine,6.0000,15.0000,25.0000,162.1879,10000,10.4710
Adalimumab,Histidine,6.0000,15.0000,25.0000,164.3960,10000,10.6905
Adalimumab,Histidine,6.0000,15.0000,25.0000,166.6040,10000,10.9071
Adalimumab,Histidine,6.0000,15.0000,25.0000,168.8121,10000,11.1266
Adalimumab,Histidine,6.0000,15.0000,25.0000,171.0201,10000,11.4365
Adalimumab,Histidine,6.0000,15.0000,25.0000,173.2282,10000,11.8675
Adalimumab,Histidine,6.0000,15.0000,25.0000,175.4362,10000,12.2738
Adalimumab,Histidine,6.0000,15.0000,25.0000,177.6443,10000,12.7925
Adalimumab,Histidine,6.0000,15.0000,25.0000,179.8523,10000,12.9516
Adalimumab,Histidine,6.0000,15.0000,25.0000,182.0604,10000,13.1100
Adalimumab,Histidine,6.0000,15.0000,25.0000,184.2685,10000,13.2748
Adalimumab,Histidine,6.0000,15.0000,25.0000,186.4765,10000,13.5017
Adalimumab,Histidine,6.0000,15.0000,25.0000,188.6846,10000,13.7362
Adalimumab,Histidine,6.0000,15.0000,25.0000,190.8926,10000,13.9755
Adalimumab,Histidine,6.0000,15.0000,25.0000,193.1007,10000,14.2189
Adalimumab,Histidine,6.0000,15.0000,25.0000,195.3087,10000,14.4772
Adalimumab,Histidine,6.0000,15.0000,25.0000,197.5168,10000,14.7660
Adalimumab,Histidine,6.0000,15.0000,25.0000,199.7248,10000,15.0603
Adalimumab,Histidine,6.0000,15.0000,25.0000,201.9329,10000,15.3833
Adalimumab,Histidine,6.0000,15.0000,25.0000,204.1409,10000,15.7232
Adalimumab,Histidine,6.0000,15.0000,25.0000,206.3490,10000,16.0568
Adalimumab,Histidine,6.0000,15.0000,25.0000,208.5570,10000,16.3194
Adalimumab,Histidine,6.0000,15.0000,25.0000,210.7651,10000,16.5779
Adalimumab,Histidine,6.0000,15.0000,25.0000,212.9732,10000,16.8328
Adalimumab,Histidine,6.0000,15.0000,25.0000,215.1812,10000,17.0991
Adalimumab,Histidine,6.0000,15.0000,25.0000,217.3893,10000,17.4089
Adalimumab,Histidine,6.0000,15.0000,25.0000,219.5973,10000,17.7270
Adalimumab,Histidine,6.0000,15.0000,25.0000,221.8054,10000,18.0594
Adalimumab,Histidine,6.0000,15.0000,25.0000,224.0134,10000,18.3898
Adalimumab,Histidine,6.0000,15.0000,25.0000,226.2215,10000,18.7724
Adalimumab,Histidine,6.0000,15.0000,25.0000,228.4295,10000,19.1801
Adalimumab,Histidine,6.0000,15.0000,25.0000,230.6376,10000,19.6056
Adalimumab,Histidine,6.0000,15.0000,25.0000,232.8456,10000,20.0236
Adalimumab,Histidine,6.0000,15.0000,25.0000,235.0537,10000,20.3606
Adalimumab,Histidine,6.0000,15.0000,25.0000,237.2617,10000,20.6753
Adalimumab,Histidine,6.0000,15.0000,25.0000,239.4698,10000,20.9895
Adalimumab,Histidine,6.0000,15.0000,25.0000,241.6779,10000,21.3134
Adalimumab,Histidine,6.0000,15.0000,25.0000,243.8859,10000,21.6460
Adalimumab,Histidine,6.0000,15.0000,25.0000,246.0940,10000,21.9893
Adalimumab,Histidine,6.0000,15.0000,25.0000,248.3020,10000,22.3388
Adalimumab,Histidine,6.0000,15.0000,25.0000,250.5101,10000,22.6962
Adalimumab,Histidine,6.0000,15.0000,25.0000,252.7181,10000,23.0600
Adalimumab,Histidine,6.0000,15.0000,25.0000,254.9262,10000,23.4304
Adalimumab,Histidine,6.0000,15.0000,25.0000,257.1342,10000,23.8075
Adalimumab,Histidine,6.0000,15.0000,25.0000,259.3423,10000,24.1905
Adalimumab,Histidine,6.0000,15.0000,25.0000,261.5503,10000,24.5802
Adalimumab,Histidine,6.0000,15.0000,25.0000,263.7584,10000,24.9769
Adalimumab,Histidine,6.0000,15.0000,25.0000,265.9664,10000,25.3808
Adalimumab,Histidine,6.0000,15.0000,25.0000,268.1745,10000,25.8435
Adalimumab,Histidine,6.0000,15.0000,25.0000,270.3826,10000,26.3797
Adalimumab,Histidine,6.0000,15.0000,25.0000,272.5906,10000,27.0230
Adalimumab,Histidine,6.0000,15.0000,25.0000,274.7987,10000,27.6836
Adalimumab,Histidine,6.0000,15.0000,25.0000,277.0067,10000,28.3619
Adalimumab,Histidine,6.0000,15.0000,25.0000,279.2148,10000,29.0924
Adalimumab,Histidine,6.0000,15.0000,25.0000,281.4228,10000,29.8963
Adalimumab,Histidine,6.0000,15.0000,25.0000,283.6309,10000,30.7530
Adalimumab,Histidine,6.0000,15.0000,25.0000,285.8389,10000,31.6502
Adalimumab,Histidine,6.0000,15.0000,25.0000,288.0470,10000,32.7581
Adalimumab,Histidine,6.0000,15.0000,25.0000,290.2550,10000,33.7210
Adalimumab,Histidine,6.0000,15.0000,25.0000,292.4631,10000,34.7278
Adalimumab,Histidine,6.0000,15.0000,25.0000,294.6711,10000,35.7669
Adalimumab,Histidine,6.0000,15.0000,25.0000,296.8792,10000,36.6742
Adalimumab,Histidine,6.0000,15.0000,25.0000,299.0872,10000,37.7764
Adalimumab,Histidine,6.0000,15.0000,25.0000,301.2953,10000,38.9141
Adalimumab,Histidine,6.0000,15.0000,25.0000,303.5034,10000,40.0401
Adalimumab,Histidine,6.0000,15.0000,25.0000,305.7114,10000,41.2514
Adalimumab,Histidine,6.0000,15.0000,25.0000,307.9195,10000,42.6000
Adalimumab,Histidine,6.0000,15.0000,25.0000,310.1275,10000,44.0695
Adalimumab,Histidine,6.0000,15.0000,25.0000,312.3356,10000,45.5504
Adalimumab,Histidine,6.0000,15.0000,25.0000,314.5436,10000,46.4800
Adalimumab,Histidine,6.0000,15.0000,25.0000,316.7517,10000,47.4378
Adalimumab,Histidine,6.0000,15.0000,25.0000,318.9597,10000,48.4577
Adalimumab,Histidine,6.0000,15.0000,25.0000,321.1678,10000,49.4624
Adalimumab,Histidine,6.0000,15.0000,25.0000,323.3758,10000,50.4350
Adalimumab,Histidine,6.0000,15.0000,25.0000,325.5839,10000,51.4290
Adalimumab,Histidine,6.0000,15.0000,25.0000,327.7919,10000,52.4444
Adalimumab,Histidine,6.0000,15.0000,25.0000,330.0000,10000,53.4818
Adalimumab,Histidine,6.0000,15.0000,25.0000,0.0000,100000,0.8292
Adalimumab,Histidine,6.0000,15.0000,25.0000,1.0000,100000,0.9383
Adalimumab,Histidine,6.0000,15.0000,25.0000,3.2081,100000,1.0586
Adalimumab,Histidine,6.0000,15.0000,25.0000,5.4161,100000,1.1248
Adalimumab,Histidine,6.0000,15.0000,25.0000,7.6242,100000,1.1682
Adalimumab,Histidine,6.0000,15.0000,25.0000,9.8322,100000,1.2040
Adalimumab,Histidine,6.0000,15.0000,25.0000,12.0403,100000,1.2368
Adalimumab,Histidine,6.0000,15.0000,25.0000,14.2483,100000,1.2689
Adalimumab,Histidine,6.0000,15.0000,25.0000,16.4564,100000,1.3008
Adalimumab,Histidine,6.0000,15.0000,25.0000,18.6644,100000,1.3309
Adalimumab,Histidine,6.0000,15.0000,25.0000,20.8725,100000,1.3598
Adalimumab,Histidine,6.0000,15.0000,25.0000,23.0805,100000,1.3857
Adalimumab,Histidine,6.0000,15.0000,25.0000,25.2886,100000,1.4099
Adalimumab,Histidine,6.0000,15.0000,25.0000,27.4966,100000,1.4317
Adalimumab,Histidine,6.0000,15.0000,25.0000,29.7047,100000,1.4538
Adalimumab,Histidine,6.0000,15.0000,25.0000,31.9128,100000,1.4760
Adalimumab,Histidine,6.0000,15.0000,25.0000,34.1208,100000,1.4982
Adalimumab,Histidine,6.0000,15.0000,25.0000,36.3289,100000,1.5205
Adalimumab,Histidine,6.0000,15.0000,25.0000,38.5369,100000,1.5426
Adalimumab,Histidine,6.0000,15.0000,25.0000,40.7450,100000,1.5648
Adalimumab,Histidine,6.0000,15.0000,25.0000,42.9530,100000,1.5863
Adalimumab,Histidine,6.0000,15.0000,25.0000,45.1611,100000,1.6083
Adalimumab,Histidine,6.0000,15.0000,25.0000,47.3691,100000,1.6310
Adalimumab,Histidine,6.0000,15.0000,25.0000,49.5772,100000,1.6555
Adalimumab,Histidine,6.0000,15.0000,25.0000,51.7852,100000,1.6806
Adalimumab,Histidine,6.0000,15.0000,25.0000,53.9933,100000,1.7062
Adalimumab,Histidine,6.0000,15.0000,25.0000,56.2013,100000,1.7326
Adalimumab,Histidine,6.0000,15.0000,25.0000,58.4094,100000,1.7599
Adalimumab,Histidine,6.0000,15.0000,25.0000,60.6174,100000,1.7861
Adalimumab,Histidine,6.0000,15.0000,25.0000,62.8255,100000,1.8144
Adalimumab,Histidine,6.0000,15.0000,25.0000,65.0336,100000,1.8375
Adalimumab,Histidine,6.0000,15.0000,25.0000,67.2416,100000,1.8585
Adalimumab,Histidine,6.0000,15.0000,25.0000,69.4497,100000,1.8792
Adalimumab,Histidine,6.0000,15.0000,25.0000,71.6577,100000,1.9003
Adalimumab,Histidine,6.0000,15.0000,25.0000,73.8658,100000,1.9204
Adalimumab,Histidine,6.0000,15.0000,25.0000,76.0738,100000,1.9419
Adalimumab,Histidine,6.0000,15.0000,25.0000,78.2819,100000,1.9675
Adalimumab,Histidine,6.0000,15.0000,25.0000,80.4899,100000,1.9916
Adalimumab,Histidine,6.0000,15.0000,25.0000,82.6980,100000,2.0183
Adalimumab,Histidine,6.0000,15.0000,25.0000,84.9060,100000,2.0466
Adalimumab,Histidine,6.0000,15.0000,25.0000,87.1141,100000,2.0740
Adalimumab,Histidine,6.0000,15.0000,25.0000,89.3221,100000,2.1182
Adalimumab,Histidine,6.0000,15.0000,25.0000,91.5302,100000,2.1908
Adalimumab,Histidine,6.0000,15.0000,25.0000,93.7383,100000,2.2662
Adalimumab,Histidine,6.0000,15.0000,25.0000,95.9463,100000,2.3432
Adalimumab,Histidine,6.0000,15.0000,25.0000,98.1544,100000,2.4186
Adalimumab,Histidine,6.0000,15.0000,25.0000,100.3624,100000,2.4949
Adalimumab,Histidine,6.0000,15.0000,25.0000,102.5705,100000,2.5726
Adalimumab,Histidine,6.0000,15.0000,25.0000,104.7785,100000,2.6552
Adalimumab,Histidine,6.0000,15.0000,25.0000,106.9866,100000,2.7408
Adalimumab,Histidine,6.0000,15.0000,25.0000,109.1946,100000,2.8339
Adalimumab,Histidine,6.0000,15.0000,25.0000,111.4027,100000,2.9282
Adalimumab,Histidine,6.0000,15.0000,25.0000,113.6107,100000,3.0330
Adalimumab,Histidine,6.0000,15.0000,25.0000,115.8188,100000,3.1673
Adalimumab,Histidine,6.0000,15.0000,25.0000,118.0268,100000,3.3269
Adalimumab,Histidine,6.0000,15.0000,25.0000,120.2349,100000,3.5353
Adalimumab,Histidine,6.0000,15.0000,25.0000,122.4430,100000,3.7768
Adalimumab,Histidine,6.0000,15.0000,25.0000,124.6510,100000,4.0144
Adalimumab,Histidine,6.0000,15.0000,25.0000,126.8591,100000,4.2292
Adalimumab,Histidine,6.0000,15.0000,25.0000,129.0671,100000,4.5219
Adalimumab,Histidine,6.0000,15.0000,25.0000,131.2752,100000,4.8835
Adalimumab,Histidine,6.0000,15.0000,25.0000,133.4832,100000,5.3070
Adalimumab,Histidine,6.0000,15.0000,25.0000,135.6913,100000,5.7546
Adalimumab,Histidine,6.0000,15.0000,25.0000,137.8993,100000,6.0492
Adalimumab,Histidine,6.0000,15.0000,25.0000,140.1074,100000,6.2178
Adalimumab,Histidine,6.0000,15.0000,25.0000,142.3154,100000,6.4041
Adalimumab,Histidine,6.0000,15.0000,25.0000,144.5235,100000,6.5949
Adalimumab,Histidine,6.0000,15.0000,25.0000,146.7315,100000,6.8037
Adalimumab,Histidine,6.0000,15.0000,25.0000,148.9396,100000,7.0052
Adalimumab,Histidine,6.0000,15.0000,25.0000,151.1477,100000,7.1826
Adalimumab,Histidine,6.0000,15.0000,25.0000,153.3557,100000,7.3211
Adalimumab,Histidine,6.0000,15.0000,25.0000,155.5638,100000,7.4608
Adalimumab,Histidine,6.0000,15.0000,25.0000,157.7718,100000,7.6031
Adalimumab,Histidine,6.0000,15.0000,25.0000,159.9799,100000,7.7486
Adalimumab,Histidine,6.0000,15.0000,25.0000,162.1879,100000,7.9273
Adalimumab,Histidine,6.0000,15.0000,25.0000,164.3960,100000,8.1325
Adalimumab,Histidine,6.0000,15.0000,25.0000,166.6040,100000,8.3478
Adalimumab,Histidine,6.0000,15.0000,25.0000,168.8121,100000,8.5819
Adalimumab,Histidine,6.0000,15.0000,25.0000,171.0201,100000,8.8910
Adalimumab,Histidine,6.0000,15.0000,25.0000,173.2282,100000,9.2698
Adalimumab,Histidine,6.0000,15.0000,25.0000,175.4362,100000,9.6100
Adalimumab,Histidine,6.0000,15.0000,25.0000,177.6443,100000,9.9621
Adalimumab,Histidine,6.0000,15.0000,25.0000,179.8523,100000,10.1198
Adalimumab,Histidine,6.0000,15.0000,25.0000,182.0604,100000,10.2509
Adalimumab,Histidine,6.0000,15.0000,25.0000,184.2685,100000,10.3593
Adalimumab,Histidine,6.0000,15.0000,25.0000,186.4765,100000,10.4922
Adalimumab,Histidine,6.0000,15.0000,25.0000,188.6846,100000,10.6412
Adalimumab,Histidine,6.0000,15.0000,25.0000,190.8926,100000,10.8016
Adalimumab,Histidine,6.0000,15.0000,25.0000,193.1007,100000,10.9795
Adalimumab,Histidine,6.0000,15.0000,25.0000,195.3087,100000,11.1665
Adalimumab,Histidine,6.0000,15.0000,25.0000,197.5168,100000,11.3491
Adalimumab,Histidine,6.0000,15.0000,25.0000,199.7248,100000,11.5338
Adalimumab,Histidine,6.0000,15.0000,25.0000,201.9329,100000,11.7697
Adalimumab,Histidine,6.0000,15.0000,25.0000,204.1409,100000,12.0222
Adalimumab,Histidine,6.0000,15.0000,25.0000,206.3490,100000,12.2889
Adalimumab,Histidine,6.0000,15.0000,25.0000,208.5570,100000,12.5791
Adalimumab,Histidine,6.0000,15.0000,25.0000,210.7651,100000,12.8409
Adalimumab,Histidine,6.0000,15.0000,25.0000,212.9732,100000,13.0857
Adalimumab,Histidine,6.0000,15.0000,25.0000,215.1812,100000,13.3360
Adalimumab,Histidine,6.0000,15.0000,25.0000,217.3893,100000,13.5876
Adalimumab,Histidine,6.0000,15.0000,25.0000,219.5973,100000,13.8502
Adalimumab,Histidine,6.0000,15.0000,25.0000,221.8054,100000,14.1202
Adalimumab,Histidine,6.0000,15.0000,25.0000,224.0134,100000,14.3964
Adalimumab,Histidine,6.0000,15.0000,25.0000,226.2215,100000,14.6798
Adalimumab,Histidine,6.0000,15.0000,25.0000,228.4295,100000,14.9127
Adalimumab,Histidine,6.0000,15.0000,25.0000,230.6376,100000,15.1349
Adalimumab,Histidine,6.0000,15.0000,25.0000,232.8456,100000,15.3607
Adalimumab,Histidine,6.0000,15.0000,25.0000,235.0537,100000,15.5666
Adalimumab,Histidine,6.0000,15.0000,25.0000,237.2617,100000,15.7759
Adalimumab,Histidine,6.0000,15.0000,25.0000,239.4698,100000,15.9884
Adalimumab,Histidine,6.0000,15.0000,25.0000,241.6779,100000,16.2042
Adalimumab,Histidine,6.0000,15.0000,25.0000,243.8859,100000,16.4235
Adalimumab,Histidine,6.0000,15.0000,25.0000,246.0940,100000,16.6463
Adalimumab,Histidine,6.0000,15.0000,25.0000,248.3020,100000,16.8685
Adalimumab,Histidine,6.0000,15.0000,25.0000,250.5101,100000,17.0972
Adalimumab,Histidine,6.0000,15.0000,25.0000,252.7181,100000,17.3185
Adalimumab,Histidine,6.0000,15.0000,25.0000,254.9262,100000,17.5406
Adalimumab,Histidine,6.0000,15.0000,25.0000,257.1342,100000,17.7660
Adalimumab,Histidine,6.0000,15.0000,25.0000,259.3423,100000,17.9982
Adalimumab,Histidine,6.0000,15.0000,25.0000,261.5503,100000,18.2344
Adalimumab,Histidine,6.0000,15.0000,25.0000,263.7584,100000,18.4819
Adalimumab,Histidine,6.0000,15.0000,25.0000,265.9664,100000,18.7335
Adalimumab,Histidine,6.0000,15.0000,25.0000,268.1745,100000,18.9892
Adalimumab,Histidine,6.0000,15.0000,25.0000,270.3826,100000,19.2491
Adalimumab,Histidine,6.0000,15.0000,25.0000,272.5906,100000,19.5134
Adalimumab,Histidine,6.0000,15.0000,25.0000,274.7987,100000,19.7903
Adalimumab,Histidine,6.0000,15.0000,25.0000,277.0067,100000,20.0733
Adalimumab,Histidine,6.0000,15.0000,25.0000,279.2148,100000,20.3792
Adalimumab,Histidine,6.0000,15.0000,25.0000,281.4228,100000,20.7695
Adalimumab,Histidine,6.0000,15.0000,25.0000,283.6309,100000,21.2009
Adalimumab,Histidine,6.0000,15.0000,25.0000,285.8389,100000,21.6422
Adalimumab,Histidine,6.0000,15.0000,25.0000,288.0470,100000,22.2395
Adalimumab,Histidine,6.0000,15.0000,25.0000,290.2550,100000,22.7047
Adalimumab,Histidine,6.0000,15.0000,25.0000,292.4631,100000,23.1807
Adalimumab,Histidine,6.0000,15.0000,25.0000,294.6711,100000,23.6678
Adalimumab,Histidine,6.0000,15.0000,25.0000,296.8792,100000,24.0395
Adalimumab,Histidine,6.0000,15.0000,25.0000,299.0872,100000,24.5471
Adalimumab,Histidine,6.0000,15.0000,25.0000,301.2953,100000,25.0988
Adalimumab,Histidine,6.0000,15.0000,25.0000,303.5034,100000,25.6592
Adalimumab,Histidine,6.0000,15.0000,25.0000,305.7114,100000,26.2928
Adalimumab,Histidine,6.0000,15.0000,25.0000,307.9195,100000,26.9656
Adalimumab,Histidine,6.0000,15.0000,25.0000,310.1275,100000,27.6573
Adalimumab,Histidine,6.0000,15.0000,25.0000,312.3356,100000,28.3686
Adalimumab,Histidine,6.0000,15.0000,25.0000,314.5436,100000,29.1174
Adalimumab,Histidine,6.0000,15.0000,25.0000,316.7517,100000,29.8957
Adalimumab,Histidine,6.0000,15.0000,25.0000,318.9597,100000,30.6968
Adalimumab,Histidine,6.0000,15.0000,25.0000,321.1678,100000,31.5213
Adalimumab,Histidine,6.0000,15.0000,25.0000,323.3758,100000,32.1497
Adalimumab,Histidine,6.0000,15.0000,25.0000,325.5839,100000,32.6928
Adalimumab,Histidine,6.0000,15.0000,25.0000,327.7919,100000,33.2462
