Protein,Buffer,Buffer_pH,Buffer_Conc_mM,Temperature_C,Protein_Conc_mgmL,Shear_Rate_s-1,Viscosity_Pred_cP
Adalimumab,Histidine,6.0000,15.0000,25.0000,330.0000,100000,33.7611
Adalimumab,Histidine,6.0000,15.0000,25.0000,0.0000,15000000,0.7838
Adalimumab,Histidine,6.0000,15.0000,25.0000,1.0000,15000000,0.8996
Adalimumab,Histidine,6.0000,15.0000,25.0000,3.2081,15000000,0.9970
Adalimumab,Histidine,6.0000,15.0000,25.0000,5.4161,15000000,1.0542
Adalimumab,Histidine,6.0000,15.0000,25.0000,7.6242,15000000,1.0907
Adalimumab,Histidine,6.0000,15.0000,25.0000,9.8322,15000000,1.1220
Adalimumab,Histidine,6.0000,15.0000,25.0000,12.0403,15000000,1.1498
Adalimumab,Histidine,6.0000,15.0000,25.0000,14.2483,15000000,1.1751
Adalimumab,Histidine,6.0000,15.0000,25.0000,16.4564,15000000,1.1975
Adalimumab,Histidine,6.0000,15.0000,25.0000,18.6644,15000000,1.2180
Adalimumab,Histidine,6.0000,15.0000,25.0000,20.8725,15000000,1.2390
Adalimumab,Histidine,6.0000,15.0000,25.0000,23.0805,15000000,1.2633
Adalimumab,Histidine,6.0000,15.0000,25.0000,25.2886,15000000,1.2860
Adalimumab,Histidine,6.0000,15.0000,25.0000,27.4966,15000000,1.3054
Adalimumab,Histidine,6.0000,15.0000,25.0000,29.7047,15000000,1.3241
Adalimumab,Histidine,6.0000,15.0000,25.0000,31.9128,15000000,1.3420
Adalimumab,Histidine,6.0000,15.0000,25.0000,34.1208,15000000,1.3590
Adalimumab,Histidine,6.0000,15.0000,25.0000,36.3289,15000000,1.3755
Adalimumab,Histidine,6.0000,15.0000,25.0000,38.5369,15000000,1.3916
Adalimumab,Histidine,6.0000,15.0000,25.0000,40.7450,15000000,1.4066
Adalimumab,Histidine,6.0000,15.0000,25.0000,42.9530,15000000,1.4210
Adalimumab,Histidine,6.0000,15.0000,25.0000,45.1611,15000000,1.4352
Adalimumab,Histidine,6.0000,15.0000,25.0000,47.3691,15000000,1.4475
Adalimumab,Histidine,6.0000,15.0000,25.0000,49.5772,15000000,1.4592
Adalimumab,Histidine,6.0000,15.0000,25.0000,51.7852,15000000,1.4715
Adalimumab,Histidine,6.0000,15.0000,25.0000,53.9933,15000000,1.4830
Adalimumab,Histidine,6.0000,15.0000,25.0000,56.2013,15000000,1.4879
Adalimumab,Histidine,6.0000,15.0000,25.0000,58.4094,15000000,1.4918
Adalimumab,Histidine,6.0000,15.0000,25.0000,60.6174,15000000,1.4943
Adalimumab,Histidine,6.0000,15.0000,25.0000,62.8255,15000000,1.4953
Adalimumab,Histidine,6.0000,15.0000,25.0000,65.0336,15000000,1.4963
Adalimumab,Histidine,6.0000,15.0000,25.0000,67.2416,15000000,1.4968
Adalimumab,Histidine,6.0000,15.0000,25.0000,69.4497,15000000,1.4967
Adalimumab,Histidine,6.0000,15.0000,25.0000,71.6577,15000000,1.4966
Adalimumab,Histidine,6.0000,15.0000,25.0000,73.8658,15000000,1.4966
Adalimumab,Histidine,6.0000,15.0000,25.0000,76.0738,15000000,1.4956
Adalimumab,Histidine,6.0000,15.0000,25.0000,78.2819,15000000,1.4949
Adalimumab,Histidine,6.0000,15.0000,25.0000,80.4899,15000000,1.4967
Adalimumab,Histidine,6.0000,15.0000,25.0000,82.6980,15000000,1.4985
Adalimumab,Histidine,6.0000,15.0000,25.0000,84.9060,15000000,1.5006
Adalimumab,Histidine,6.0000,15.0000,25.0000,87.1141,15000000,1.5037
Adalimumab,Histidine,6.0000,15.0000,25.0000,89.3221,15000000,1.5176
Adalimumab,Histidine,6.0000,15.0000,25.0000,91.5302,15000000,1.5431
Adalimumab,Histidine,6.0000,15.0000,25.0000,93.7383,15000000,1.5673
Adalimumab,Histidine,6.0000,15.0000,25.0000,95.9463,15000000,1.5968
Adalimumab,Histidine,6.0000,15.0000,25.0000,98.1544,15000000,1.6280
Adalimumab,Histidine,6.0000,15.0000,25.0000,100.3624,15000000,1.6605
Adalimumab,Histidine,6.0000,15.0000,25.0000,102.5705,15000000,1.6941
Adalimumab,Histidine,6.0000,15.0000,25.0000,104.7785,15000000,1.7275
Adalimumab,Histidine,6.0000,15.0000,25.0000,106.9866,15000000,1.7626
Adalimumab,Histidine,6.0000,15.0000,25.0000,109.1946,15000000,1.7990
Adalimumab,Histidine,6.0000,15.0000,25.0000,111.4027,15000000,1.8317
Adalimumab,Histidine,6.0000,15.0000,25.0000,113.6107,15000000,1.8525
Adalimumab,Histidine,6.0000,15.0000,25.0000,115.8188,15000000,1.8668
Adalimumab,Histidine,6.0000,15.0000,25.0000,118.0268,15000000,1.8804
Adalimumab,Histidine,6.0000,15.0000,25.0000,120.2349,15000000,1.9035
Adalimumab,Histidine,6.0000,15.0000,25.0000,122.4430,15000000,1.9349
Adalimumab,Histidine,6.0000,15.0000,25.0000,124.6510,15000000,1.9644
Adalimumab,Histidine,6.0000,15.0000,25.0000,126.8591,15000000,2.0075
Adalimumab,Histidine,6.0000,15.0000,25.0000,129.0671,15000000,2.0765
Adalimumab,Histidine,6.0000,15.0000,25.0000,131.2752,15000000,2.1537
Adalimumab,Histidine,6.0000,15.0000,25.0000,133.4832,15000000,2.2352
Adalimumab,Histidine,6.0000,15.0000,25.0000,135.6913,15000000,2.3363
Adalimumab,Histidine,6.0000,15.0000,25.0000,137.8993,15000000,2.4294
Adalimumab,Histidine,6.0000,15.0000,25.0000,140.1074,15000000,2.5014
Adalimumab,Histidine,6.0000,15.0000,25.0000,142.3154,15000000,2.5827
Adalimumab,Histidine,6.0000,15.0000,25.0000,144.5235,15000000,2.6696
Adalimumab,Histidine,6.0000,15.0000,25.0000,146.7315,15000000,2.7606
Adalimumab,Histidine,6.0000,15.0000,25.0000,148.9396,15000000,2.8438
Adalimumab,Histidine,6.0000,15.0000,25.0000,151.1477,15000000,2.9026
Adalimumab,Histidine,6.0000,15.0000,25.0000,153.3557,15000000,2.9628
Adalimumab,Histidine,6.0000,15.0000,25.0000,155.5638,15000000,3.0243
Adalimumab,Histidine,6.0000,15.0000,25.0000,157.7718,15000000,3.0873
Adalimumab,Histidine,6.0000,15.0000,25.0000,159.9799,15000000,3.1456
Adalimumab,Histidine,6.0000,15.0000,25.0000,162.1879,15000000,3.2173
Adalimumab,Histidine,6.0000,15.0000,25.0000,164.3960,15000000,3.2968
Adalimumab,Histidine,6.0000,15.0000,25.0000,166.6040,15000000,3.3786
Adalimumab,Histidine,6.0000,15.0000,25.0000,168.8121,15000000,3.4539
Adalimumab,Histidine,6.0000,15.0000,25.0000,171.0201,15000000,3.5608
Adalimumab,Histidine,6.0000,15.0000,25.0000,173.2282,15000000,3.6866
Adalimumab,Histidine,6.0000,15.0000,25.0000,175.4362,15000000,3.8105
Adalimumab,Histidine,6.0000,15.0000,25.0000,177.6443,15000000,3.9042
Adalimumab,Histidine,6.0000,15.0000,25.0000,179.8523,15000000,3.9602
Adalimumab,Histidine,6.0000,15.0000,25.0000,182.0604,15000000,3.9932
Adalimumab,Histidine,6.0000,15.0000,25.0000,184.2685,15000000,4.0210
Adalimumab,Histidine,6.0000,15.0000,25.0000,186.4765,15000000,4.0722
Adalimumab,Histidine,6.0000,15.0000,25.0000,188.6846,15000000,4.1262
Adalimumab,Histidine,6.0000,15.0000,25.0000,190.8926,15000000,4.1811
Adalimumab,Histidine,6.0000,15.0000,25.0000,193.1007,15000000,4.2370
Adalimumab,Histidine,6.0000,15.0000,25.0000,195.3087,15000000,4.2939
Adalimumab,Histidine,6.0000,15.0000,25.0000,197.5168,15000000,4.3518
Adalimumab,Histidine,6.0000,15.0000,25.0000,199.7248,15000000,4.4060
Adalimumab,Histidine,6.0000,15.0000,25.0000,201.9329,15000000,4.4587
Adalimumab,Histidine,6.0000,15.0000,25.0000,204.1409,15000000,4.5123
Adalimumab,Histidine,6.0000,15.0000,25.0000,206.3490,15000000,4.5693
Adalimumab,Histidine,6.0000,15.0000,25.0000,208.5570,15000000,4.6202
Adalimumab,Histidine,6.0000,15.0000,25.0000,210.7651,15000000,4.6726
Adalimumab,Histidine,6.0000,15.0000,25.0000,212.9732,15000000,4.7180
Adalimumab,Histidine,6.0000,15.0000,25.0000,215.1812,15000000,4.7608
Adalimumab,Histidine,6.0000,15.0000,25.0000,217.3893,15000000,4.8007
Adalimumab,Histidine,6.0000,15.0000,25.0000,219.5973,15000000,4.8372
Adalimumab,Histidine,6.0000,15.0000,25.0000,221.8054,15000000,4.8739
Adalimumab,Histidine,6.0000,15.0000,25.0000,224.0134,15000000,4.9170
Adalimumab,Histidine,6.0000,15.0000,25.0000,226.2215,15000000,4.9703
Adalimumab,Histidine,6.0000,15.0000,25.0000,228.4295,15000000,5.0286
Adalimumab,Histidine,6.0000,15.0000,25.0000,230.6376,15000000,5.0873
Adalimumab,Histidine,6.0000,15.0000,25.0000,232.8456,15000000,5.1468
Adalimumab,Histidine,6.0000,15.0000,25.0000,235.0537,15000000,5.2071
Adalimumab,Histidine,6.0000,15.0000,25.0000,237.2617,15000000,5.2683
Adalimumab,Histidine,6.0000,15.0000,25.0000,239.4698,15000000,5.3302
Adalimumab,Histidine,6.0000,15.0000,25.0000,241.6779,15000000,5.3930
Adalimumab,Histidine,6.0000,15.0000,25.0000,243.8859,15000000,5.4547
Adalimumab,Histidine,6.0000,15.0000,25.0000,246.0940,15000000,5.5132
Adalimumab,Histidine,6.0000,15.0000,25.0000,248.3020,15000000,5.5701
Adalimumab,Histidine,6.0000,15.0000,25.0000,250.5101,15000000,5.6278
Adalimumab,Histidine,6.0000,15.0000,25.0000,252.7181,15000000,5.6861
Adalimumab,Histidine,6.0000,15.0000,25.0000,254.9262,15000000,5.7451
Adalimumab,Histidine,6.0000,15.0000,25.0000,257.1342,15000000,5.8042
Adalimumab,Histidine,6.0000,15.0000,25.0000,259.3423,15000000,5.8700
Adalimumab,Histidine,6.0000,15.0000,25.0000,261.5503,15000000,5.9423
Adalimumab,Histidine,6.0000,15.0000,25.0000,263.7584,15000000,6.0156
Adalimumab,Histidine,6.0000,15.0000,25.0000,265.9664,15000000,6.0899
Adalimumab,Histidine,6.0000,15.0000,25.0000,268.1745,15000000,6.1653
Adalimumab,Histidine,6.0000,15.0000,25.0000,270.3826,15000000,6.2358
Adalimumab,Histidine,6.0000,15.0000,25.0000,272.5906,15000000,6.3060
Adalimumab,Histidine,6.0000,15.0000,25.0000,274.7987,15000000,6.3771
Adalimumab,Histidine,6.0000,15.0000,25.0000,277.0067,15000000,6.4546
Adalimumab,Histidine,6.0000,15.0000,25.0000,279.2148,15000000,6.5411
Adalimumab,Histidine,6.0000,15.0000,25.0000,281.4228,15000000,6.6358
Adalimumab,Histidine,6.0000,15.0000,25.0000,283.6309,15000000,6.7341
Adalimumab,Histidine,6.0000,15.0000,25.0000,285.8389,15000000,6.8339
Adalimumab,Histidine,6.0000,15.0000,25.0000,288.0470,15000000,6.9515
Adalimumab,Histidine,6.0000,15.0000,25.0000,290.2550,15000000,7.0499
Adalimumab,Histidine,6.0000,15.0000,25.0000,292.4631,15000000,7.1477
Adalimumab,Histidine,6.0000,15.0000,25.0000,294.6711,15000000,7.2471
Adalimumab,Histidine,6.0000,15.0000,25.0000,296.8792,15000000,7.3336
Adalimumab,Histidine,6.0000,15.0000,25.0000,299.0872,15000000,7.4361
Adalimumab,Histidine,6.0000,15.0000,25.0000,301.2953,15000000,7.5404
Adalimumab,Histidine,6.0000,15.0000,25.0000,303.5034,15000000,7.6420
Adalimumab,Histidine,6.0000,15.0000,25.0000,305.7114,15000000,7.7496
Adalimumab,Histidine,6.0000,15.0000,25.0000,307.9195,15000000,7.8591
Adalimumab,Histidine,6.0000,15.0000,25.0000,310.1275,15000000,7.9703
Adalimumab,Histidine,6.0000,15.0000,25.0000,312.3356,15000000,8.0835
Adalimumab,Histidine,6.0000,15.0000,25.0000,314.5436,15000000,8.1985
Adalimumab,Histidine,6.0000,15.0000,25.0000,316.7517,15000000,8.3155
Adalimumab,Histidine,6.0000,15.0000,25.0000,318.9597,15000000,8.4345
Adalimumab,Histidine,6.0000,15.0000,25.0000,321.1678,15000000,8.5360
Adalimumab,Histidine,6.0000,15.0000,25.0000,323.3758,15000000,8.6261
Adalimumab,Histidine,6.0000,15.0000,25.0000,325.5839,15000000,8.7174
Adalimumab,Histidine,6.0000,15.0000,25.0000,327.7919,15000000,8.8098
Adalimumab,Histidine,6.0000,15.0000,25.0000,330.0000,15000000,8.9035
Nivolumab,Histidine,6.0000,15.0000,25.0000,0.0000,100,0.7659
Nivolumab,Histidine,6.0000,15.0000,25.0000,1.0000,100,0.8964
Nivolumab,Histidine,6.0000,15.0000,25.0000,3.2081,100,0.9950
Nivolumab,Histidine,6.0000,15.0000,25.0000,5.4161,100,1.0527
Nivolumab,Histidine,6.0000,15.0000,25.0000,7.6242,100,1.0949
Nivolumab,Histidine,6.0000,15.0000,25.0000,9.8322,100,1.1182
Nivolumab,Histidine,6.0000,15.0000,25.0000,12.0403,100,1.1325
Nivolumab,Histidine,6.0000,15.0000,25.0000,14.2483,100,1.1440
Nivolumab,Histidine,6.0000,15.0000,25.0000,16.4564,100,1.1587
Nivolumab,Histidine,6.0000,15.0000,25.0000,18.6644,100,1.1710
Nivolumab,Histidine,6.0000,15.0000,25.0000,20.8725,100,1.1836
Nivolumab,Histidine,6.0000,15.0000,25.0000,23.0805,100,1.2019
Nivolumab,Histidine,6.0000,15.0000,25.0000,25.2886,100,1.2256
Nivolumab,Histidine,6.0000,15.0000,25.0000,27.4966,100,1.2496
Nivolumab,Histidine,6.0000,15.0000,25.0000,29.7047,100,1.2766
Nivolumab,Histidine,6.0000,15.0000,25.0000,31.9128,100,1.3117
Nivolumab,Histidine,6.0000,15.0000,25.0000,34.1208,100,1.3498
Nivolumab,Histidine,6.0000,15.0000,25.0000,36.3289,100,1.3882
Nivolumab,Histidine,6.0000,15.0000,25.0000,38.5369,100,1.4252
Nivolumab,Histidine,6.0000,15.0000,25.0000,40.7450,100,1.4669
Nivolumab,Histidine,6.0000,15.0000,25.0000,42.9530,100,1.5129
Nivolumab,Histidine,6.0000,15.0000,25.0000,45.1611,100,1.5600
Nivolumab,Histidine,6.0000,15.0000,25.0000,47.3691,100,1.6071
Nivolumab,Histidine,6.0000,15.0000,25.0000,49.5772,100,1.6558
Nivolumab,Histidine,6.0000,15.0000,25.0000,51.7852,100,1.7180
Nivolumab,Histidine,6.0000,15.0000,25.0000,53.9933,100,1.7953
Nivolumab,Histidine,6.0000,15.0000,25.0000,56.2013,100,1.8685
Nivolumab,Histidine,6.0000,15.0000,25.0000,58.4094,100,1.9411
Nivolumab,Histidine,6.0000,15.0000,25.0000,60.6174,100,2.0130
Nivolumab,Histidine,6.0000,15.0000,25.0000,62.8255,100,2.0778
Nivolumab,Histidine,6.0000,15.0000,25.0000,65.0336,100,2.1401
Nivolumab,Histidine,6.0000,15.0000,25.0000,67.2416,100,2.1965
Nivolumab,Histidine,6.0000,15.0000,25.0000,69.4497,100,2.2509
Nivolumab,Histidine,6.0000,15.0000,25.0000,71.6577,100,2.3033
Nivolumab,Histidine,6.0000,15.0000,25.0000,73.8658,100,2.3496
Nivolumab,Histidine,6.0000,15.0000,25.0000,76.0738,100,2.3889
Nivolumab,Histidine,6.0000,15.0000,25.0000,78.2819,100,2.4189
Nivolumab,Histidine,6.0000,15.0000,25.0000,80.4899,100,2.4492
Nivolumab,Histidine,6.0000,15.0000,25.0000,82.6980,100,2.4853
Nivolumab,Histidine,6.0000,15.0000,25.0000,84.9060,100,2.5228
Nivolumab,Histidine,6.0000,15.0000,25.0000,87.1141,100,2.5577
Nivolumab,Histidine,6.0000,15.0000,25.0000,89.3221,100,2.5919
Nivolumab,Histidine,6.0000,15.0000,25.0000,91.5302,100,2.6311
Nivolumab,Histidine,6.0000,15.0000,25.0000,93.7383,100,2.6551
Nivolumab,Histidine,6.0000,15.0000,25.0000,95.9463,100,2.6886
Nivolumab,Histidine,6.0000,15.0000,25.0000,98.1544,100,2.7344
Nivolumab,Histidine,6.0000,15.0000,25.0000,100.3624,100,2.7804
Nivolumab,Histidine,6.0000,15.0000,25.0000,102.5705,100,2.8165
Nivolumab,Histidine,6.0000,15.0000,25.0000,104.7785,100,2.8632
Nivolumab,Histidine,6.0000,15.0000,25.0000,106.9866,100,2.9190
Nivolumab,Histidine,6.0000,15.0000,25.0000,109.1946,100,2.9494
Nivolumab,Histidine,6.0000,15.0000,25.0000,111.4027,100,2.9576
Nivolumab,Histidine,6.0000,15.0000,25.0000,113.6107,100,2.9881
Nivolumab,Histidine,6.0000,15.0000,25.0000,115.8188,100,3.0206
Nivolumab,Histidine,6.0000,15.0000,25.0000,118.0268,100,3.0634
Nivolumab,Histidine,6.0000,15.0000,25.0000,120.2349,100,3.1322
Nivolumab,Histidine,6.0000,15.0000,25.0000,122.4430,100,3.1821
Nivolumab,Histidine,6.0000,15.0000,25.0000,124.6510,100,3.2241
Nivolumab,Histidine,6.0000,15.0000,25.0000,126.8591,100,3.2733
Nivolumab,Histidine,6.0000,15.0000,25.0000,129.0671,100,3.3407
Nivolumab,Histidine,6.0000,15.0000,25.0000,131.2752,100,3.3970
Nivolumab,Histidine,6.0000,15.0000,25.0000,133.4832,100,3.4795
Nivolumab,Histidine,6.0000,15.0000,25.0000,135.6913,100,3.5437
Nivolumab,Histidine,6.0000,15.0000,25.0000,137.8993,100,3.6091
Nivolumab,Histidine,6.0000,15.0000,25.0000,140.1074,100,3.6804
Nivolumab,Histidine,6.0000,15.0000,25.0000,142.3154,100,3.7628
Nivolumab,Histidine,6.0000,15.0000,25.0000,144.5235,100,3.8553
Nivolumab,Histidine,6.0000,15.0000,25.0000,146.7315,100,3.9486
Nivolumab,Histidine,6.0000,15.0000,25.0000,148.9396,100,4.0827
Nivolumab,Histidine,6.0000,15.0000,25.0000,151.1477,100,4.2364
Nivolumab,Histidine,6.0000,15.0000,25.0000,153.3557,100,4.4038
Nivolumab,Histidine,6.0000,15.0000,25.0000,155.5638,100,4.5799
Nivolumab,Histidine,6.0000,15.0000,25.0000,157.7718,100,4.7599
Nivolumab,Histidine,6.0000,15.0000,25.0000,159.9799,100,4.8563
Nivolumab,Histidine,6.0000,15.0000,25.0000,162.1879,100,4.9712
Nivolumab,Histidine,6.0000,15.0000,25.0000,164.3960,100,5.0985
Nivolumab,Histidine,6.0000,15.0000,25.0000,166.6040,100,5.2273
Nivolumab,Histidine,6.0000,15.0000,25.0000,168.8121,100,5.3549
Nivolumab,Histidine,6.0000,15.0000,25.0000,171.0201,100,5.5086
Nivolumab,Histidine,6.0000,15.0000,25.0000,173.2282,100,5.6690
Nivolumab,Histidine,6.0000,15.0000,25.0000,175.4362,100,5.8716
Nivolumab,Histidine,6.0000,15.0000,25.0000,177.6443,100,6.1308
Nivolumab,Histidine,6.0000,15.0000,25.0000,179.8523,100,6.3176
Nivolumab,Histidine,6.0000,15.0000,25.0000,182.0604,100,6.6034
Nivolumab,Histidine,6.0000,15.0000,25.0000,184.2685,100,6.9838
Nivolumab,Histidine,6.0000,15.0000,25.0000,186.4765,100,7.1845
Nivolumab,Histidine,6.0000,15.0000,25.0000,188.6846,100,7.3912
Nivolumab,Histidine,6.0000,15.0000,25.0000,190.8926,100,7.5859
Nivolumab,Histidine,6.0000,15.0000,25.0000,193.1007,100,7.8898
Nivolumab,Histidine,6.0000,15.0000,25.0000,195.3087,100,8.2812
Nivolumab,Histidine,6.0000,15.0000,25.0000,197.5168,100,8.6601
Nivolumab,Histidine,6.0000,15.0000,25.0000,199.7248,100,9.1044
Nivolumab,Histidine,6.0000,15.0000,25.0000,201.9329,100,9.4724
Nivolumab,Histidine,6.0000,15.0000,25.0000,204.1409,100,9.8805
Nivolumab,Histidine,6.0000,15.0000,25.0000,206.3490,100,10.3759
Nivolumab,Histidine,6.0000,15.0000,25.0000,208.5570,100,10.7114
Nivolumab,Histidine,6.0000,15.0000,25.0000,210.7651,100,11.0961
Nivolumab,Histidine,6.0000,15.0000,25.0000,212.9732,100,11.6138
Nivolumab,Histidine,6.0000,15.0000,25.0000,215.1812,100,12.1730
Nivolumab,Histidine,6.0000,15.0000,25.0000,217.3893,100,12.7614
Nivolumab,Histidine,6.0000,15.0000,25.0000,219.5973,100,13.3806
Nivolumab,Histidine,6.0000,15.0000,25.0000,221.8054,100,14.0321
Nivolumab,Histidine,6.0000,15.0000,25.0000,224.0134,100,14.7176
Nivolumab,Histidine,6.0000,15.0000,25.0000,226.2215,100,15.4634
Nivolumab,Histidine,6.0000,15.0000,25.0000,228.4295,100,16.2967
Nivolumab,Histidine,6.0000,15.0000,25.0000,230.6376,100,17.1593
Nivolumab,Histidine,6.0000,15.0000,25.0000,232.8456,100,18.0870
Nivolumab,Histidine,6.0000,15.0000,25.0000,235.0537,100,19.0609
Nivolumab,Histidine,6.0000,15.0000,25.0000,237.2617,100,20.0912
Nivolumab,Histidine,6.0000,15.0000,25.0000,239.4698,100,21.1995
Nivolumab,Histidine,6.0000,15.0000,25.0000,241.6779,100,22.4090
Nivolumab,Histidine,6.0000,15.0000,25.0000,243.8859,100,23.8948
Nivolumab,Histidine,6.0000,15.0000,25.0000,246.0940,100,25.5601
Nivolumab,Histidine,6.0000,15.0000,25.0000,248.3020,100,27.3640
Nivolumab,Histidine,6.0000,15.0000,25.0000,250.5101,100,29.1940
Nivolumab,Histidine,6.0000,15.0000,25.0000,252.7181,100,31.0069
Nivolumab,Histidine,6.0000,15.0000,25.0000,254.9262,100,32.9097
Nivolumab,Histidine,6.0000,15.0000,25.0000,257.1342,100,34.9383
Nivolumab,Histidine,6.0000,15.0000,25.0000,259.3423,100,37.1018
Nivolumab,Histidine,6.0000,15.0000,25.0000,261.5503,100,39.4097
Nivolumab,Histidine,6.0000,15.0000,25.0000,263.7584,100,41.8721
Nivolumab,Histidine,6.0000,15.0000,25.0000,265.9664,100,44.4587
Nivolumab,Histidine,6.0000,15.0000,25.0000,268.1745,100,47.1116
Nivolumab,Histidine,6.0000,15.0000,25.0000,270.3826,100,49.8437
Nivolumab,Histidine,6.0000,15.0000,25.0000,272.5906,100,52.7471
Nivolumab,Histidine,6.0000,15.0000,25.0000,274.7987,100,55.7544
Nivolumab,Histidine,6.0000,15.0000,25.0000,277.0067,100,58.0242
Nivolumab,Histidine,6.0000,15.0000,25.0000,279.2148,100,60.4198
Nivolumab,Histidine,6.0000,15.0000,25.0000,281.4228,100,62.6592
Nivolumab,Histidine,6.0000,15.0000,25.0000,283.6309,100,64.2662
Nivolumab,Histidine,6.0000,15.0000,25.0000,285.8389,100,65.9064
Nivolumab,Histidine,6.0000,15.0000,25.0000,288.0470,100,67.3745
Nivolumab,Histidine,6.0000,15.0000,25.0000,290.2550,100,68.8230
Nivolumab,Histidine,6.0000,15.0000,25.0000,292.4631,100,70.3205
Nivolumab,Histidine,6.0000,15.0000,25.0000,294.6711,100,71.5941
Nivolumab,Histidine,6.0000,15.0000,25.0000,296.8792,100,72.9060
Nivolumab,Histidine,6.0000,15.0000,25.0000,299.0872,100,74.2430
Nivolumab,Histidine,6.0000,15.0000,25.0000,301.2953,100,75.6056
Nivolumab,Histidine,6.0000,15.0000,25.0000,303.5034,100,76.9943
Nivolumab,Histidine,6.0000,15.0000,25.0000,305.7114,100,78.3833
Nivolumab,Histidine,6.0000,15.0000,25.0000,307.9195,100,79.6512
Nivolumab,Histidine,6.0000,15.0000,25.0000,310.1275,100,80.8955
Nivolumab,Histidine,6.0000,15.0000,25.0000,312.3356,100,82.1592
Nivolumab,Histidine,6.0000,15.0000,25.0000,314.5436,100,83.4469
Nivolumab,Histidine,6.0000,15.0000,25.0000,316.7517,100,84.7294
Nivolumab,Histidine,6.0000,15.0000,25.0000,318.9597,100,86.0996
Nivolumab,Histidine,6.0000,15.0000,25.0000,321.1678,100,87.4932
Nivolumab,Histidine,6.0000,15.0000,25.0000,323.3758,100,88.9097
Nivolumab,Histidine,6.0000,15.0000,25.0000,325.5839,100,90.3494
