,MW(kDa),PI_mean,PI_range,Protein,Temperature,Sugar(M),Concentration,MW(kDa)_log,PI_mean_log,PI_range_log,Protein_log,Temperature_log,Sugar(M)_log,Concentration_log,MW(kDa)_squared,MW(kDa)_cubed,PI_mean_squared,PI_mean_cubed,PI_range_squared,PI_range_cubed,Protein_squared,Protein_cubed,Temperature_squared,Temperature_cubed,Sugar(M)_squared,Sugar(M)_cubed,Concentration_squared,Concentration_cubed,Protein_Conc_Interaction,Temp_Sugar_Interaction,MW_PImean_Interaction,MW(kDa)_inv,PI_mean_inv,PI_range_inv,Protein_inv,Temperature_inv,Sugar(M)_inv,Concentration_inv,MW(kDa)_norm,PI_mean_norm,PI_range_norm,Protein_norm,Temperature_norm,Sugar(M)_norm,Concentration_norm,Protein type_BGG,Protein type_BSA,Protein type_none,Protein type_poly-hIgG,Buffer_Histidine,Buffer_PBS,Sugar_Sucrose,Sugar_Trehalose,Sugar_none,Surfactant_none,Surfactant_tween-20,Surfactant_tween-80,Protein type_BGG_freq,Protein type_BSA_freq,Protein type_none_freq,Protein type_poly-hIgG_freq,Buffer_Histidine_freq,Buffer_PBS_freq,Sugar_Sucrose_freq,Sugar_Trehalose_freq,Sugar_none_freq,Surfactant_none_freq,Surfactant_tween-20_freq,Surfactant_tween-80_freq
26,150.0,7.6,1.0,164.0,25,0.3,0.1,5.017279836814924,2.151762203259462,0.6931471805599453,5.10594547390058,3.258096538021482,0.262364264467491,0.09531017980432487,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,26896.0,4410944.0,625,15625,0.09,0.026999999999999996,0.010000000000000002,0.0010000000000000002,16.400000000000002,7.5,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.006097560975609756,0.04,3.3333333333333335,10.0,1.0,1.0,1.0,0.6307692307692307,,0.297029702970297,0.4,0,0,0,1,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
27,66.0,4.7,0.3,177.0,25,0.0,0.0,4.204692619390966,1.7404661748405046,0.262364264467491,5.181783550292085,3.258096538021482,0.0,0.0,4356.0,287496.0,22.090000000000003,103.82300000000001,0.09,0.026999999999999996,31329.0,5545233.0,625,15625,0.0,0.0,0.0,0.0,0.0,0.0,310.2,0.015151515151515152,0.2127659574468085,3.3333333333333335,0.005649717514124294,0.04,0.0,0.0,0.44,0.618421052631579,0.3,0.6807692307692308,,0.0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0.8596491228070176,0.07017543859649122,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.45614035087719296,0.6666666666666666,0.7894736842105263
28,0.0,0.0,0.0,0.0,25,0.0,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.0,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.0,0.0,0.010000000000000002,0.0010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.4,0,0,1,0,0,1,0,0,1,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.3333333333333333,0.7894736842105263
29,0.0,0.0,0.0,0.0,25,0.0,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.0,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.0,0.0,0.0025000000000000005,0.00012500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.2,0,0,1,0,0,1,0,0,1,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.3333333333333333,0.7894736842105263
30,0.0,0.0,0.0,0.0,25,0.1,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.09531017980432487,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.010000000000000002,0.0010000000000000002,0.010000000000000002,0.0010000000000000002,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.04,10.0,10.0,0.0,0.0,0.0,0.0,,0.09900990099009901,0.4,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
31,0.0,0.0,0.0,0.0,25,0.2,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.18232155679395465,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.04000000000000001,0.008000000000000002,0.010000000000000002,0.0010000000000000002,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0,10.0,0.0,0.0,0.0,0.0,,0.19801980198019803,0.4,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
32,0.0,0.0,0.0,0.0,25,0.4,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.33647223662121295,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.16000000000000003,0.06400000000000002,0.010000000000000002,0.0010000000000000002,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,10.0,0.0,0.0,0.0,0.0,,0.39603960396039606,0.4,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
33,0.0,0.0,0.0,0.0,25,0.75,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.5596157879354227,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.5625,0.421875,0.010000000000000002,0.0010000000000000002,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.04,1.3333333333333333,10.0,0.0,0.0,0.0,0.0,,0.7425742574257426,0.4,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
34,0.0,0.0,0.0,0.0,25,0.1,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.09531017980432487,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.010000000000000002,0.0010000000000000002,0.0025000000000000005,0.00012500000000000003,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.04,10.0,20.0,0.0,0.0,0.0,0.0,,0.09900990099009901,0.2,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
35,0.0,0.0,0.0,0.0,25,0.2,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.18232155679395465,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.04000000000000001,0.008000000000000002,0.0025000000000000005,0.00012500000000000003,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0,20.0,0.0,0.0,0.0,0.0,,0.19801980198019803,0.2,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
36,0.0,0.0,0.0,0.0,25,0.4,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.33647223662121295,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.16000000000000003,0.06400000000000002,0.0025000000000000005,0.00012500000000000003,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,20.0,0.0,0.0,0.0,0.0,,0.39603960396039606,0.2,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
37,0.0,0.0,0.0,0.0,25,0.75,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.5596157879354227,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.5625,0.421875,0.0025000000000000005,0.00012500000000000003,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.04,1.3333333333333333,20.0,0.0,0.0,0.0,0.0,,0.7425742574257426,0.2,0,0,1,0,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
38,0.0,0.0,0.0,0.0,25,0.0,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.0,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.0,0.0,0.010000000000000002,0.0010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.4,0,0,1,0,0,1,0,0,1,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
39,0.0,0.0,0.0,0.0,25,0.0,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.0,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.0,0.0,0.0025000000000000005,0.00012500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.2,0,0,1,0,0,1,0,0,1,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
40,0.0,0.0,0.0,0.0,25,0.1,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.09531017980432487,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.010000000000000002,0.0010000000000000002,0.010000000000000002,0.0010000000000000002,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.04,10.0,10.0,0.0,0.0,0.0,0.0,,0.09900990099009901,0.4,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
41,0.0,0.0,0.0,0.0,25,0.2,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.18232155679395465,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.04000000000000001,0.008000000000000002,0.010000000000000002,0.0010000000000000002,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0,10.0,0.0,0.0,0.0,0.0,,0.19801980198019803,0.4,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
42,0.0,0.0,0.0,0.0,25,0.4,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.33647223662121295,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.16000000000000003,0.06400000000000002,0.010000000000000002,0.0010000000000000002,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,10.0,0.0,0.0,0.0,0.0,,0.39603960396039606,0.4,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
43,0.0,0.0,0.0,0.0,25,0.75,0.1,0.0,0.0,0.0,0.0,3.258096538021482,0.5596157879354227,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.5625,0.421875,0.010000000000000002,0.0010000000000000002,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.04,1.3333333333333333,10.0,0.0,0.0,0.0,0.0,,0.7425742574257426,0.4,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
44,0.0,0.0,0.0,0.0,25,0.1,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.09531017980432487,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.010000000000000002,0.0010000000000000002,0.0025000000000000005,0.00012500000000000003,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.04,10.0,20.0,0.0,0.0,0.0,0.0,,0.09900990099009901,0.2,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
45,0.0,0.0,0.0,0.0,25,0.2,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.18232155679395465,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.04000000000000001,0.008000000000000002,0.0025000000000000005,0.00012500000000000003,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0,20.0,0.0,0.0,0.0,0.0,,0.19801980198019803,0.2,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
46,0.0,0.0,0.0,0.0,25,0.4,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.33647223662121295,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.16000000000000003,0.06400000000000002,0.0025000000000000005,0.00012500000000000003,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,2.5,20.0,0.0,0.0,0.0,0.0,,0.39603960396039606,0.2,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
47,0.0,0.0,0.0,0.0,25,0.75,0.05,0.0,0.0,0.0,0.0,3.258096538021482,0.5596157879354227,0.048790164169432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,15625,0.5625,0.421875,0.0025000000000000005,0.00012500000000000003,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.04,1.3333333333333333,20.0,0.0,0.0,0.0,0.0,,0.7425742574257426,0.2,0,0,1,0,0,1,1,0,0,0,0,1,0.8596491228070176,0.9298245614035088,0.4473684210526316,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
48,150.0,6.6,1.0,85.0,25,0.22,0.0,5.017279836814924,2.028148247292285,0.6931471805599453,4.454347296253507,3.258096538021482,0.1988508587451652,0.0,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,7225.0,614125.0,625,15625,0.0484,0.010648,0.0,0.0,0.0,5.5,990.0,0.006666666666666667,0.15151515151515152,1.0,0.011764705882352941,0.04,4.545454545454546,0.0,1.0,0.868421052631579,1.0,0.3269230769230769,,0.21782178217821782,0.0,1,0,0,0,0,1,1,0,0,1,0,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.45614035087719296,0.6666666666666666,0.7894736842105263
49,150.0,6.6,1.0,43.6,25,0.0,0.15,5.017279836814924,2.028148247292285,0.6931471805599453,3.7977338590260183,3.258096538021482,0.0,0.1397619423751587,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,1900.96,82881.85600000001,625,15625,0.0,0.0,0.0225,0.0033749999999999995,6.54,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.02293577981651376,0.04,0.0,6.666666666666667,1.0,0.868421052631579,1.0,0.1676923076923077,,0.0,0.6,1,0,0,0,0,1,0,0,1,0,0,1,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
50,150.0,6.6,1.0,64.0,25,0.704,0.037,5.017279836814924,2.028148247292285,0.6931471805599453,4.174387269895637,3.258096538021482,0.532978428407124,0.03633192924739028,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,4096.0,262144.0,625,15625,0.49561599999999995,0.34891366399999996,0.0013689999999999998,5.065299999999999e-05,2.368,17.599999999999998,990.0,0.006666666666666667,0.15151515151515152,1.0,0.015625,0.04,1.4204545454545456,27.027027027027028,1.0,0.868421052631579,1.0,0.24615384615384617,,0.697029702970297,0.148,1,0,0,0,0,1,1,0,0,0,0,1,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.6666666666666666,0.21052631578947367
51,150.0,6.6,1.0,85.7,25,0.0,0.0624,5.017279836814924,2.028148247292285,0.6931471805599453,4.462453883786496,3.258096538021482,0.0,0.06053049974003235,22500.0,3375000.0,43.559999999999995,287.496,1.0,1.0,7344.490000000001,629422.7930000001,625,15625,0.0,0.0,0.0038937599999999996,0.00024297062399999996,5.3476799999999995,0.0,990.0,0.006666666666666667,0.15151515151515152,1.0,0.011668611435239206,0.04,0.0,16.025641025641026,1.0,0.868421052631579,1.0,0.32961538461538464,,0.0,0.2496,1,0,0,0,0,1,0,0,1,0,1,0,0.14035087719298245,0.9298245614035088,0.5526315789473685,0.6578947368421053,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.3333333333333333,0.7894736842105263
52,150.0,7.6,1.0,86.4,25,0.0,0.003,5.017279836814924,2.151762203259462,0.6931471805599453,4.470495282661489,3.258096538021482,0.0,0.002995508979798479,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,7464.960000000001,644972.5440000001,625,15625,0.0,0.0,9e-06,2.7e-08,0.25920000000000004,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.011574074074074073,0.04,0.0,333.3333333333333,1.0,1.0,1.0,0.3323076923076923,,0.0,0.012,0,0,0,1,0,1,0,0,1,0,0,1,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
53,150.0,7.6,1.0,141.0,25,0.0,0.1067,5.017279836814924,2.151762203259462,0.6931471805599453,4.955827057601261,3.258096538021482,0.0,0.10138261428860258,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,19881.0,2803221.0,625,15625,0.0,0.0,0.01138489,0.001214767763,15.0447,0.0,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.0070921985815602835,0.04,0.0,9.37207122774133,1.0,1.0,1.0,0.5423076923076923,,0.0,0.4268,0,0,0,1,0,1,0,0,1,0,0,1,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.5350877192982456,0.8333333333333334,0.3684210526315789,0.543859649122807,0.6666666666666666,0.21052631578947367
54,150.0,7.6,1.0,75.0,25,0.28,0.228,5.017279836814924,2.151762203259462,0.6931471805599453,4.330733340286331,3.258096538021482,0.2468600779315258,0.20538682972495073,22500.0,3375000.0,57.76,438.97599999999994,1.0,1.0,5625.0,421875.0,625,15625,0.07840000000000001,0.021952000000000006,0.051984,0.011852352000000002,17.1,7.000000000000001,1140.0,0.006666666666666667,0.13157894736842105,1.0,0.013333333333333334,0.04,3.571428571428571,4.385964912280701,1.0,1.0,1.0,0.28846153846153844,,0.27722772277227725,0.912,0,0,0,1,0,1,1,0,0,0,1,0,0.8596491228070176,0.9298245614035088,0.5526315789473685,0.34210526315789475,0.6140350877192983,0.6140350877192983,0.4649122807017544,0.8333333333333334,0.631578947368421,0.543859649122807,0.3333333333333333,0.7894736842105263
